city,state,date,humidity (%),precipitation (in),avg_temp (°F),pressure (hPa),wind (mph)
Las Vegas,Nevada,01-01-2021,57,0.0,47,1016,21
Las Vegas,Nevada,01-02-2021,31,0.0,46,1021,18
Las Vegas,Nevada,01-03-2021,36,0.0,45,1022,6
Las Vegas,Nevada,01-04-2021,36,0.0,47,1021,7
Las Vegas,Nevada,01-05-2021,32,0.0,50,1017,14
Las Vegas,Nevada,01-06-2021,22,0.0,50,1023,13
Las Vegas,Nevada,01-07-2021,29,0.0,48,1020,13
Las Vegas,Nevada,01-08-2021,32,0.0,48,1020,13
Las Vegas,Nevada,01-09-2021,31,0.0,51,1017,22
Las Vegas,Nevada,01-10-2021,34,0.0,48,1022,26
Las Vegas,Nevada,01-11-2021,36,0.0,45,1023,8
Las Vegas,Nevada,01-12-2021,31,0.0,46,1025,8
Las Vegas,Nevada,01-13-2021,31,0.0,46,1026,12
Las Vegas,Nevada,01-14-2021,23,0.0,53,1023,9
Las Vegas,Nevada,01-15-2021,26,0.0,56,1027,13
Las Vegas,Nevada,01-16-2021,26,0.0,57,1020,10
Las Vegas,Nevada,01-17-2021,26,0.0,57,1022,16
Las Vegas,Nevada,01-18-2021,26,0.0,57,1015,14
Las Vegas,Nevada,01-19-2021,21,0.0,56,1012,25
Las Vegas,Nevada,01-20-2021,47,0.0,52,1020,22
Las Vegas,Nevada,01-21-2021,40,0.0,52,1018,9
Las Vegas,Nevada,01-22-2021,41,0.0,55,1014,9
Las Vegas,Nevada,01-23-2021,47,0.12,51,1004,25
Las Vegas,Nevada,01-24-2021,43,0.0,45,1009,12
Las Vegas,Nevada,01-25-2021,29,0.0,48,1004,18
Las Vegas,Nevada,01-26-2021,60,5.34,39,998,17
Las Vegas,Nevada,01-27-2021,65,0.0,38,1017,9
Las Vegas,Nevada,01-28-2021,53,0.1,43,1020,15
Las Vegas,Nevada,01-29-2021,43,0.0,48,1011,13
Las Vegas,Nevada,01-30-2021,46,0.0,46,1012,20
Las Vegas,Nevada,01-31-2021,46,0.0,46,1023,8
Las Vegas,Nevada,02-01-2021,35,0.0,51,1023,7
Las Vegas,Nevada,02-02-2021,30,0.0,53,1019,9
Las Vegas,Nevada,02-03-2021,41,0.0,58,1015,28
Las Vegas,Nevada,02-04-2021,17,0.0,58,1012,26
Las Vegas,Nevada,02-05-2021,20,0.0,49,1021,22
Las Vegas,Nevada,02-06-2021,22,0.0,55,1015,13
Las Vegas,Nevada,02-07-2021,28,0.0,54,1015,10
Las Vegas,Nevada,02-08-2021,26,0.0,55,1011,9
Las Vegas,Nevada,02-09-2021,23,0.0,58,1012,7
Las Vegas,Nevada,02-10-2021,23,0.0,55,1012,7
Las Vegas,Nevada,02-11-2021,31,0.0,59,1013,10
Las Vegas,Nevada,02-12-2021,25,0.0,62,1009,18
Las Vegas,Nevada,02-13-2021,41,0.0,60,1008,20
Las Vegas,Nevada,02-14-2021,23,0.15,55,1002,38
Las Vegas,Nevada,02-15-2021,20,0.0,50,1013,23
Las Vegas,Nevada,02-16-2021,26,0.0,53,1006,23
Las Vegas,Nevada,02-17-2021,18,0.0,53,1010,24
Las Vegas,Nevada,02-18-2021,12,0.0,48,1019,25
Las Vegas,Nevada,02-19-2021,17,0.0,46,1027,15
Las Vegas,Nevada,02-20-2021,19,0.0,50,1018,8
Las Vegas,Nevada,02-21-2021,26,0.0,52,1020,32
Las Vegas,Nevada,02-22-2021,19,0.0,51,1027,15
Las Vegas,Nevada,02-23-2021,20,0.0,57,1020,13
Las Vegas,Nevada,02-24-2021,9,0.0,60,1014,17
Las Vegas,Nevada,02-25-2021,15,0.0,56,1017,35
Las Vegas,Nevada,02-26-2021,11,0.0,47,1018,26
Las Vegas,Nevada,02-27-2021,11,0.0,54,1005,23
Las Vegas,Nevada,02-28-2021,11,0.0,49,1017,26
Las Vegas,Nevada,03-01-2021,14,0.0,46,1025,22
Las Vegas,Nevada,03-02-2021,15,0.0,50,1021,8
Las Vegas,Nevada,03-03-2021,15,0.0,55,1011,7
Las Vegas,Nevada,03-04-2021,28,0.0,54,1009,23
Las Vegas,Nevada,03-05-2021,27,0.0,56,1023,13
Las Vegas,Nevada,03-06-2021,19,0.0,61,1015,9
Las Vegas,Nevada,03-07-2021,11,0.0,63,1010,20
Las Vegas,Nevada,03-08-2021,17,0.0,64,1012,10
Las Vegas,Nevada,03-09-2021,19,0.0,60,1011,36
Las Vegas,Nevada,03-10-2021,18,0.0,54,1010,29
Las Vegas,Nevada,03-11-2021,43,0.0,49,1010,23
Las Vegas,Nevada,03-12-2021,57,1.37,45,1016,16
Las Vegas,Nevada,03-13-2021,76,0.13,44,1017,17
Las Vegas,Nevada,03-14-2021,30,0.0,49,1017,20
Las Vegas,Nevada,03-15-2021,26,0.0,60,1012,21
Las Vegas,Nevada,03-16-2021,65,0.0,51,1003,29
Las Vegas,Nevada,03-17-2021,37,0.0,51,1015,12
Las Vegas,Nevada,03-18-2021,27,0.0,58,1017,10
Las Vegas,Nevada,03-19-2021,22,0.0,61,1017,9
Las Vegas,Nevada,03-20-2021,26,0.0,70,1013,21
Las Vegas,Nevada,03-21-2021,11,0.0,61,1013,25
Las Vegas,Nevada,03-22-2021,14,0.0,55,1016,22
Las Vegas,Nevada,03-23-2021,17,0.21,58,1008,24
Las Vegas,Nevada,03-24-2021,26,0.0,54,1011,26
Las Vegas,Nevada,03-25-2021,13,0.0,59,1007,25
Las Vegas,Nevada,03-26-2021,38,0.0,58,1001,25
Las Vegas,Nevada,03-27-2021,18,0.0,58,1018,22
Las Vegas,Nevada,03-28-2021,20,0.0,61,1024,15
Las Vegas,Nevada,03-29-2021,20,0.0,65,1017,9
Las Vegas,Nevada,03-30-2021,7,0.0,68,1004,30
Las Vegas,Nevada,03-31-2021,10,0.0,59,1021,24
Las Vegas,Nevada,04-01-2021,12,0.0,62,1022,13
Las Vegas,Nevada,04-02-2021,11,0.0,67,1013,13
Las Vegas,Nevada,04-03-2021,17,0.0,73,1014,8
Las Vegas,Nevada,04-04-2021,7,0.0,75,1014,15
Las Vegas,Nevada,04-05-2021,6,0.0,76,1009,12
Las Vegas,Nevada,04-06-2021,6,0.0,75,1003,29
Las Vegas,Nevada,04-07-2021,10,0.0,66,1014,17
Las Vegas,Nevada,04-08-2021,12,0.0,74,1009,15
Las Vegas,Nevada,04-09-2021,6,0.0,74,1010,22
Las Vegas,Nevada,04-10-2021,13,0.0,70,1011,8
Las Vegas,Nevada,04-11-2021,6,0.0,75,1006,15
Las Vegas,Nevada,04-12-2021,7,0.0,75,1004,17
Las Vegas,Nevada,04-13-2021,9,0.0,74,1003,10
Las Vegas,Nevada,04-14-2021,17,0.0,71,1000,29
Las Vegas,Nevada,04-15-2021,15,0.0,64,1005,23
Las Vegas,Nevada,04-16-2021,14,0.0,64,1011,16
Las Vegas,Nevada,04-17-2021,22,0.0,66,1013,18
Las Vegas,Nevada,04-18-2021,14,0.0,65,1017,16
Las Vegas,Nevada,04-19-2021,11,0.0,67,1016,17
Las Vegas,Nevada,04-20-2021,5,0.0,73,1008,17
Las Vegas,Nevada,04-21-2021,7,0.0,75,1003,22
Las Vegas,Nevada,04-22-2021,26,0.0,68,1003,31
Las Vegas,Nevada,04-23-2021,9,0.0,70,1004,20
Las Vegas,Nevada,04-24-2021,11,0.0,75,1008,17
Las Vegas,Nevada,04-25-2021,17,0.0,75,1004,37
Las Vegas,Nevada,04-26-2021,18,0.0,68,1002,24
Las Vegas,Nevada,04-27-2021,39,0.0,59,1004,20
Las Vegas,Nevada,04-28-2021,27,0.0,63,1013,18
Las Vegas,Nevada,04-29-2021,13,0.0,73,1018,22
Las Vegas,Nevada,04-30-2021,15,0.0,78,1020,9
Las Vegas,Nevada,05-01-2021,14,0.0,85,1012,9
Las Vegas,Nevada,05-02-2021,10,0.0,80,1001,26
Las Vegas,Nevada,05-03-2021,15,0.0,75,1004,28
Las Vegas,Nevada,05-04-2021,9,0.0,72,1011,21
Las Vegas,Nevada,05-05-2021,9,0.0,78,1011,9
Las Vegas,Nevada,05-06-2021,14,0.0,80,1013,13
Las Vegas,Nevada,05-07-2021,10,0.0,84,1010,17
Las Vegas,Nevada,05-08-2021,8,0.0,79,1006,24
Las Vegas,Nevada,05-09-2021,5,0.0,77,1009,23
Las Vegas,Nevada,05-10-2021,7,0.0,77,1006,13
Las Vegas,Nevada,05-11-2021,5,0.0,77,1008,14
Las Vegas,Nevada,05-12-2021,9,0.0,76,1012,9
Las Vegas,Nevada,05-13-2021,7,0.0,80,1013,14
Las Vegas,Nevada,05-14-2021,7,0.0,83,1010,16
Las Vegas,Nevada,05-15-2021,7,0.0,85,1005,17
Las Vegas,Nevada,05-16-2021,7,0.0,77,1002,24
Las Vegas,Nevada,05-17-2021,30,0.0,71,1008,28
Las Vegas,Nevada,05-18-2021,17,0.0,79,1008,15
Las Vegas,Nevada,05-19-2021,11,0.0,82,1005,15
Las Vegas,Nevada,05-20-2021,11,0.0,82,1000,24
Las Vegas,Nevada,05-21-2021,8,0.0,70,1000,36
Las Vegas,Nevada,05-22-2021,19,0.0,58,1012,23
Las Vegas,Nevada,05-23-2021,39,0.0,60,1014,23
Las Vegas,Nevada,05-24-2021,15,0.0,71,1015,17
Las Vegas,Nevada,05-25-2021,14,0.0,74,1014,10
Las Vegas,Nevada,05-26-2021,8,0.0,84,1009,22
Las Vegas,Nevada,05-27-2021,9,0.0,80,1012,14
Las Vegas,Nevada,05-28-2021,8,0.0,83,1010,15
Las Vegas,Nevada,05-29-2021,8,0.0,83,1007,18
Las Vegas,Nevada,05-30-2021,11,0.0,82,1007,9
Las Vegas,Nevada,05-31-2021,10,0.0,86,1008,10
Las Vegas,Nevada,06-01-2021,6,0.0,86,1011,10
Las Vegas,Nevada,06-02-2021,7,0.0,89,1009,9
Las Vegas,Nevada,06-03-2021,8,0.0,93,1005,14
Las Vegas,Nevada,06-04-2021,9,0.0,94,1006,14
Las Vegas,Nevada,06-05-2021,7,0.0,93,1007,15
Las Vegas,Nevada,06-06-2021,8,0.0,94,1005,21
Las Vegas,Nevada,06-07-2021,9,0.0,92,1003,19
Las Vegas,Nevada,06-08-2021,11,0.0,83,1005,22
Las Vegas,Nevada,06-09-2021,13,0.0,83,1011,22
Las Vegas,Nevada,06-10-2021,14,0.0,80,1010,26
Las Vegas,Nevada,06-11-2021,4,0.0,77,1012,23
Las Vegas,Nevada,06-12-2021,6,0.0,83,1010,8
Las Vegas,Nevada,06-13-2021,7,0.0,88,1008,8
Las Vegas,Nevada,06-14-2021,8,0.0,91,1009,18
Las Vegas,Nevada,06-15-2021,6,0.0,95,1011,21
Las Vegas,Nevada,06-16-2021,7,0.0,99,1010,10
Las Vegas,Nevada,06-17-2021,10,0.0,102,1008,14
Las Vegas,Nevada,06-18-2021,9,0.0,101,1006,12
Las Vegas,Nevada,06-19-2021,10,0.0,101,1004,15
Las Vegas,Nevada,06-20-2021,9,0.0,101,1003,10
Las Vegas,Nevada,06-21-2021,8,0.0,99,1005,20
Las Vegas,Nevada,06-22-2021,8,0.0,97,1008,23
Las Vegas,Nevada,06-23-2021,11,0.0,96,1009,24
Las Vegas,Nevada,06-24-2021,23,0.0,81,1013,20
Las Vegas,Nevada,06-25-2021,27,0.0,83,1011,13
Las Vegas,Nevada,06-26-2021,13,0.0,90,1008,13
Las Vegas,Nevada,06-27-2021,12,0.0,97,1007,14
Las Vegas,Nevada,06-28-2021,14,0.0,97,1005,18
Las Vegas,Nevada,06-29-2021,12,0.0,95,1006,17
Las Vegas,Nevada,06-30-2021,57,1.2,88,1016,26
Las Vegas,Nevada,07-01-2021,37,0.0,86,1011,10
Las Vegas,Nevada,07-02-2021,12,0.0,95,1008,14
Las Vegas,Nevada,07-03-2021,12,0.0,97,1008,15
Las Vegas,Nevada,07-04-2021,22,0.0,96,1010,23
Las Vegas,Nevada,07-05-2021,15,0.0,95,1008,12
Las Vegas,Nevada,07-06-2021,13,0.0,98,1008,10
Las Vegas,Nevada,07-07-2021,13,0.0,100,1005,10
Las Vegas,Nevada,07-08-2021,13,0.0,102,1004,13
Las Vegas,Nevada,07-09-2021,17,0.0,103,1005,18
Las Vegas,Nevada,07-10-2021,16,0.0,104,1007,15
Las Vegas,Nevada,07-11-2021,12,0.0,105,1006,12
Las Vegas,Nevada,07-12-2021,20,0.18,102,1010,41
Las Vegas,Nevada,07-13-2021,21,0.64,99,1008,26
Las Vegas,Nevada,07-14-2021,39,0.0,95,1013,25
Las Vegas,Nevada,07-15-2021,25,0.0,93,1010,26
Las Vegas,Nevada,07-16-2021,21,0.0,94,1007,22
Las Vegas,Nevada,07-17-2021,17,0.0,97,1007,17
Las Vegas,Nevada,07-18-2021,26,0.0,98,1012,20
Las Vegas,Nevada,07-19-2021,46,0.0,91,1017,16
Las Vegas,Nevada,07-20-2021,48,0.0,92,1014,17
Las Vegas,Nevada,07-21-2021,37,0.0,95,1012,10
Las Vegas,Nevada,07-22-2021,31,0.0,95,1010,11
Las Vegas,Nevada,07-23-2021,37,0.0,93,1011,17
Las Vegas,Nevada,07-24-2021,31,0.5,94,1013,21
Las Vegas,Nevada,07-25-2021,41,0.0,91,1011,18
Las Vegas,Nevada,07-26-2021,81,14.62,88,1015,32
Las Vegas,Nevada,07-27-2021,63,1.54,84,1016,17
Las Vegas,Nevada,07-28-2021,26,0.0,93,1013,8
Las Vegas,Nevada,07-29-2021,26,0.0,95,1011,15
Las Vegas,Nevada,07-30-2021,51,1.91,94,1014,18
Las Vegas,Nevada,07-31-2021,43,0.0,89,1014,15
Las Vegas,Nevada,08-01-2021,44,0.17,88,1015,15
Las Vegas,Nevada,08-02-2021,36,0.0,91,1015,13
Las Vegas,Nevada,08-03-2021,22,0.0,97,1014,9
Las Vegas,Nevada,08-04-2021,19,0.0,98,1012,8
Las Vegas,Nevada,08-05-2021,15,0.0,100,1011,8
Las Vegas,Nevada,08-06-2021,9,0.0,100,1007,21
Las Vegas,Nevada,08-07-2021,6,0.0,93,1011,18
Las Vegas,Nevada,08-08-2021,11,0.0,93,1009,7
Las Vegas,Nevada,08-09-2021,12,0.0,95,1007,22
Las Vegas,Nevada,08-10-2021,13,0.0,95,1008,18
Las Vegas,Nevada,08-11-2021,31,0.0,93,1011,18
Las Vegas,Nevada,08-12-2021,36,0.0,91,1011,12
Las Vegas,Nevada,08-13-2021,31,0.0,94,1014,24
Las Vegas,Nevada,08-14-2021,32,0.0,94,1014,12
Las Vegas,Nevada,08-15-2021,31,0.0,94,1013,10
Las Vegas,Nevada,08-16-2021,25,0.0,98,1007,10
Las Vegas,Nevada,08-17-2021,27,0.0,97,1004,14
Las Vegas,Nevada,08-18-2021,34,0.0,95,1002,24
Las Vegas,Nevada,08-19-2021,14,0.0,85,1008,24
Las Vegas,Nevada,08-20-2021,19,0.0,83,1009,9
Las Vegas,Nevada,08-21-2021,24,0.0,87,1006,15
Las Vegas,Nevada,08-22-2021,24,0.0,87,1004,21
Las Vegas,Nevada,08-23-2021,10,0.0,86,1006,14
Las Vegas,Nevada,08-24-2021,15,0.0,90,1008,15
Las Vegas,Nevada,08-25-2021,12,0.0,90,1011,17
Las Vegas,Nevada,08-26-2021,18,0.0,94,1010,16
Las Vegas,Nevada,08-27-2021,7,0.0,92,1007,16
Las Vegas,Nevada,08-28-2021,12,0.0,95,1005,17
Las Vegas,Nevada,08-29-2021,17,0.0,96,1007,14
Las Vegas,Nevada,08-30-2021,21,0.0,95,1006,13
Las Vegas,Nevada,08-31-2021,30,0.0,93,1005,16
Las Vegas,Nevada,09-01-2021,39,0.0,88,1004,25
Las Vegas,Nevada,09-02-2021,48,0.0,84,1007,17
Las Vegas,Nevada,09-03-2021,15,0.0,87,1009,17
Las Vegas,Nevada,09-04-2021,13,0.0,86,1012,18
Las Vegas,Nevada,09-05-2021,15,0.0,90,1013,10
Las Vegas,Nevada,09-06-2021,17,0.0,93,1011,16
Las Vegas,Nevada,09-07-2021,17,0.0,94,1013,9
Las Vegas,Nevada,09-08-2021,16,0.0,95,1009,8
Las Vegas,Nevada,09-09-2021,24,0.0,95,1011,9
Las Vegas,Nevada,09-10-2021,26,0.0,94,1011,16
Las Vegas,Nevada,09-11-2021,30,0.15,91,1012,18
Las Vegas,Nevada,09-12-2021,24,0.0,91,1012,20
Las Vegas,Nevada,09-13-2021,18,0.0,93,1010,18
Las Vegas,Nevada,09-14-2021,15,0.0,91,1009,18
Las Vegas,Nevada,09-15-2021,12,0.0,89,1011,10
Las Vegas,Nevada,09-16-2021,13,0.0,87,1008,14
Las Vegas,Nevada,09-17-2021,12,0.0,86,1008,20
Las Vegas,Nevada,09-18-2021,33,0.0,84,1014,18
Las Vegas,Nevada,09-19-2021,14,0.0,83,1011,22
Las Vegas,Nevada,09-20-2021,20,0.0,84,1009,25
Las Vegas,Nevada,09-21-2021,13,0.0,78,1019,13
Las Vegas,Nevada,09-22-2021,15,0.0,81,1021,7
Las Vegas,Nevada,09-23-2021,19,0.0,86,1014,12
Las Vegas,Nevada,09-24-2021,24,0.0,85,1012,9
Las Vegas,Nevada,09-25-2021,23,0.0,83,1013,8
Las Vegas,Nevada,09-26-2021,32,0.0,83,1012,10
Las Vegas,Nevada,09-27-2021,38,0.0,83,1011,12
Las Vegas,Nevada,09-28-2021,35,0.0,82,1008,15
Las Vegas,Nevada,09-29-2021,25,0.0,78,1006,18
Las Vegas,Nevada,09-30-2021,15,0.0,73,1015,20
Las Vegas,Nevada,10-01-2021,16,0.0,72,1016,16
Las Vegas,Nevada,10-02-2021,21,0.0,74,1017,10
Las Vegas,Nevada,10-03-2021,21,0.0,78,1016,12
Las Vegas,Nevada,10-04-2021,22,0.0,80,1015,7
Las Vegas,Nevada,10-05-2021,24,0.0,80,1014,8
Las Vegas,Nevada,10-06-2021,50,0.0,71,1015,14
Las Vegas,Nevada,10-07-2021,37,0.0,75,1013,9
Las Vegas,Nevada,10-08-2021,39,1.02,74,1012,22
Las Vegas,Nevada,10-09-2021,41,0.14,66,1012,20
Las Vegas,Nevada,10-10-2021,21,0.0,68,1016,20
Las Vegas,Nevada,10-11-2021,31,0.0,67,1011,16
Las Vegas,Nevada,10-12-2021,52,0.0,63,998,46
Las Vegas,Nevada,10-13-2021,38,0.0,56,1013,24
Las Vegas,Nevada,10-14-2021,35,0.0,59,1014,8
Las Vegas,Nevada,10-15-2021,29,0.0,64,1021,13
Las Vegas,Nevada,10-16-2021,20,0.0,63,1023,8
Las Vegas,Nevada,10-17-2021,21,0.0,67,1017,14
Las Vegas,Nevada,10-18-2021,17,0.0,71,1009,24
Las Vegas,Nevada,10-19-2021,37,0.0,57,1013,29
Las Vegas,Nevada,10-20-2021,30,0.0,60,1017,8
Las Vegas,Nevada,10-21-2021,33,0.0,65,1020,8
Las Vegas,Nevada,10-22-2021,31,0.0,67,1019,7
Las Vegas,Nevada,10-23-2021,16,0.0,74,1008,21
Las Vegas,Nevada,10-24-2021,35,0.0,69,1007,9
Las Vegas,Nevada,10-25-2021,32,0.0,71,1009,17
Las Vegas,Nevada,10-26-2021,51,2.79,65,1006,23
Las Vegas,Nevada,10-27-2021,35,0.0,60,1021,22
Las Vegas,Nevada,10-28-2021,37,0.0,66,1022,10
Las Vegas,Nevada,10-29-2021,36,0.0,70,1020,9
Las Vegas,Nevada,10-30-2021,37,0.0,69,1014,8
Las Vegas,Nevada,10-31-2021,30,0.0,73,1011,9
Las Vegas,Nevada,11-01-2021,28,0.0,71,1012,16
Las Vegas,Nevada,11-02-2021,25,0.0,69,1017,13
Las Vegas,Nevada,11-03-2021,35,0.0,67,1020,9
Las Vegas,Nevada,11-04-2021,35,0.0,68,1018,7
Las Vegas,Nevada,11-05-2021,35,0.0,68,1016,8
Las Vegas,Nevada,11-06-2021,35,0.0,68,1015,7
Las Vegas,Nevada,11-07-2021,20,0.0,73,1014,23
Las Vegas,Nevada,11-08-2021,15,0.0,71,1013,18
Las Vegas,Nevada,11-09-2021,18,0.0,71,1016,17
Las Vegas,Nevada,11-10-2021,37,0.0,68,1017,18
Las Vegas,Nevada,11-11-2021,34,0.0,67,1020,20
Las Vegas,Nevada,11-12-2021,33,0.0,67,1023,15
Las Vegas,Nevada,11-13-2021,32,0.0,68,1023,10
Las Vegas,Nevada,11-14-2021,32,0.0,68,1021,10
Las Vegas,Nevada,11-15-2021,27,0.0,67,1021,7
Las Vegas,Nevada,11-16-2021,29,0.0,68,1017,10
Las Vegas,Nevada,11-17-2021,29,0.0,66,1013,10
Las Vegas,Nevada,11-18-2021,26,0.0,60,1021,13
Las Vegas,Nevada,11-19-2021,28,0.0,60,1020,8
Las Vegas,Nevada,11-20-2021,29,0.0,59,1017,13
Las Vegas,Nevada,11-21-2021,31,0.0,63,1022,14
Las Vegas,Nevada,11-22-2021,19,0.0,57,1027,14
Las Vegas,Nevada,11-23-2021,22,0.0,60,1020,7
Las Vegas,Nevada,11-24-2021,24,0.0,61,1012,18
Las Vegas,Nevada,11-25-2021,14,0.0,53,1027,22
Las Vegas,Nevada,11-26-2021,17,0.0,51,1029,16
Las Vegas,Nevada,11-27-2021,16,0.0,54,1020,9
Las Vegas,Nevada,11-28-2021,15,0.0,58,1022,8
Las Vegas,Nevada,11-29-2021,19,0.0,62,1024,7
Las Vegas,Nevada,11-30-2021,26,0.0,63,1019,9
Las Vegas,Nevada,12-01-2021,23,0.0,65,1021,14
Las Vegas,Nevada,12-02-2021,21,0.0,63,1021,9
Las Vegas,Nevada,12-03-2021,32,0.0,60,1019,9
Las Vegas,Nevada,12-04-2021,33,0.0,59,1019,7
Las Vegas,Nevada,12-05-2021,30,0.0,60,1020,16
Las Vegas,Nevada,12-06-2021,21,0.0,63,1018,17
Las Vegas,Nevada,12-07-2021,30,0.0,62,1013,6
Las Vegas,Nevada,12-08-2021,52,1.09,55,1017,14
Las Vegas,Nevada,12-09-2021,56,0.0,58,1012,17
Las Vegas,Nevada,12-10-2021,60,1.17,51,1009,24
Las Vegas,Nevada,12-11-2021,35,0.0,43,1025,20
Las Vegas,Nevada,12-12-2021,31,0.0,42,1022,6
Las Vegas,Nevada,12-13-2021,38,0.0,45,1017,8
Las Vegas,Nevada,12-14-2021,36,0.0,49,1015,12
Las Vegas,Nevada,12-15-2021,52,3.58,47,1002,24
Las Vegas,Nevada,12-16-2021,54,0.0,42,1022,16
Las Vegas,Nevada,12-17-2021,56,0.0,42,1020,10
Las Vegas,Nevada,12-18-2021,46,0.0,44,1026,18
Las Vegas,Nevada,12-19-2021,47,0.0,44,1024,7
Las Vegas,Nevada,12-20-2021,45,0.0,44,1023,7
Las Vegas,Nevada,12-21-2021,43,0.0,46,1025,7
Las Vegas,Nevada,12-22-2021,52,0.0,47,1022,8
Las Vegas,Nevada,12-23-2021,45,0.0,48,1018,7
Las Vegas,Nevada,12-24-2021,77,1.72,53,1007,26
Las Vegas,Nevada,12-25-2021,55,0.0,52,1008,29
Las Vegas,Nevada,12-26-2021,58,0.0,52,1008,28
Las Vegas,Nevada,12-27-2021,40,0.0,47,1013,23
Las Vegas,Nevada,12-28-2021,50,0.0,46,1005,26
Las Vegas,Nevada,12-29-2021,74,0.0,42,1008,15
Las Vegas,Nevada,12-30-2021,53,0.19,43,1013,13
Las Vegas,Nevada,12-31-2021,55,0.0,51,1008,17
Las Vegas,Nevada,01-01-2022,48,0.0,48,1003,32
Las Vegas,Nevada,01-02-2022,38,0.0,38,1029,21
Las Vegas,Nevada,01-03-2022,33,0.0,39,1027,7
Las Vegas,Nevada,01-04-2022,38,0.0,43,1022,8
Las Vegas,Nevada,01-05-2022,37,0.0,47,1023,10
Las Vegas,Nevada,01-06-2022,38,0.0,50,1020,7
Las Vegas,Nevada,01-07-2022,48,0.0,52,1014,6
Las Vegas,Nevada,01-08-2022,39,0.0,55,1008,15
Las Vegas,Nevada,01-09-2022,28,0.0,54,1022,17
Las Vegas,Nevada,01-10-2022,35,0.0,51,1032,16
Las Vegas,Nevada,01-11-2022,31,0.0,51,1031,14
Las Vegas,Nevada,01-12-2022,28,0.0,52,1029,12
Las Vegas,Nevada,01-13-2022,31,0.0,56,1027,7
Las Vegas,Nevada,01-14-2022,32,0.0,56,1021,12
Las Vegas,Nevada,01-15-2022,30,0.0,55,1026,17
Las Vegas,Nevada,01-16-2022,32,0.0,50,1025,8
Las Vegas,Nevada,01-17-2022,32,0.0,51,1019,7
Las Vegas,Nevada,01-18-2022,34,0.56,53,1017,7
Las Vegas,Nevada,01-19-2022,65,0.0,52,1018,9
Las Vegas,Nevada,01-20-2022,40,0.0,55,1023,17
Las Vegas,Nevada,01-21-2022,37,0.0,52,1024,10
Las Vegas,Nevada,01-22-2022,29,0.0,53,1019,23
Las Vegas,Nevada,01-23-2022,27,0.0,53,1022,22
Las Vegas,Nevada,01-24-2022,26,0.0,53,1022,17
Las Vegas,Nevada,01-25-2022,34,0.0,56,1015,16
Las Vegas,Nevada,01-26-2022,27,0.0,49,1021,29
Las Vegas,Nevada,01-27-2022,33,0.0,47,1023,13
Las Vegas,Nevada,01-28-2022,18,0.0,51,1031,18
Las Vegas,Nevada,01-29-2022,16,0.0,50,1028,15
Las Vegas,Nevada,01-30-2022,18,0.0,52,1020,12
Las Vegas,Nevada,01-31-2022,22,0.0,53,1020,8
Las Vegas,Nevada,02-01-2022,24,0.0,51,1014,8
Las Vegas,Nevada,02-02-2022,15,0.0,49,1013,22
Las Vegas,Nevada,02-03-2022,21,0.0,41,1022,28
Las Vegas,Nevada,02-04-2022,27,0.0,45,1028,10
Las Vegas,Nevada,02-05-2022,28,0.0,46,1030,12
Las Vegas,Nevada,02-06-2022,22,0.0,52,1024,17
Las Vegas,Nevada,02-07-2022,20,0.0,55,1028,13
Las Vegas,Nevada,02-08-2022,25,0.0,55,1027,14
Las Vegas,Nevada,02-09-2022,17,0.0,61,1024,15
Las Vegas,Nevada,02-10-2022,19,0.0,64,1021,17
Las Vegas,Nevada,02-11-2022,28,0.0,63,1020,18
Las Vegas,Nevada,02-12-2022,19,0.0,64,1020,15
Las Vegas,Nevada,02-13-2022,19,0.0,60,1025,8
Las Vegas,Nevada,02-14-2022,19,0.0,59,1023,8
Las Vegas,Nevada,02-15-2022,16,0.0,62,1009,22
Las Vegas,Nevada,02-16-2022,28,0.0,57,1004,24
Las Vegas,Nevada,02-17-2022,24,0.0,55,1017,23
Las Vegas,Nevada,02-18-2022,23,0.0,52,1026,21
Las Vegas,Nevada,02-19-2022,21,0.0,56,1024,9
Las Vegas,Nevada,02-20-2022,24,0.0,58,1017,8
Las Vegas,Nevada,02-21-2022,16,0.0,62,1007,22
Las Vegas,Nevada,02-22-2022,19,0.0,55,1004,22
Las Vegas,Nevada,02-23-2022,59,0.0,48,1006,26
Las Vegas,Nevada,02-24-2022,31,0.0,41,1016,22
Las Vegas,Nevada,02-25-2022,30,0.0,44,1023,15
Las Vegas,Nevada,02-26-2022,19,0.0,47,1024,15
Las Vegas,Nevada,02-27-2022,20,0.0,47,1030,10
Las Vegas,Nevada,02-28-2022,19,0.0,53,1027,8
Las Vegas,Nevada,03-01-2022,15,0.0,61,1022,9
Las Vegas,Nevada,03-02-2022,15,0.0,65,1020,8
Las Vegas,Nevada,03-03-2022,18,0.0,67,1016,8
Las Vegas,Nevada,03-04-2022,15,0.0,66,1007,9
Las Vegas,Nevada,03-05-2022,38,0.0,59,1008,21
Las Vegas,Nevada,03-06-2022,36,0.0,49,1011,26
Las Vegas,Nevada,03-07-2022,25,0.0,52,1020,23
Las Vegas,Nevada,03-08-2022,20,0.0,50,1023,26
Las Vegas,Nevada,03-09-2022,26,0.0,54,1015,10
Las Vegas,Nevada,03-10-2022,23,0.0,62,1007,23
Las Vegas,Nevada,03-11-2022,17,0.0,46,1022,31
Las Vegas,Nevada,03-12-2022,15,0.0,53,1027,15
